Title,BibTex,DOI,Authors,Year,Fields,Link
Scientific discovery in the age of artificial intelligence,"@Article{Wang2023ScientificDI,
 author = {Hanchen Wang and Tianfan Fu and Yuanqi Du and Wenhao Gao and Kexin Huang and Ziming Liu and P. Chandak and Shengchao Liu and Peter Van Katwyk and Andreea Deac and Anima Anandkumar and K. Bergen and Carla P. Gomes and Shirley Ho and Pushmeet Kohli and Joan Lasenby and J. Leskovec and Tie-Yan Liu and A. Manrai and Debora S. Marks and Bharath Ramsundar and Le Song and Jimeng Sun and Jian Tang and Petar Velickovic and Max Welling and Linfeng Zhang and Connor W. Coley and Y. Bengio and M. Zitnik},
 journal = {Nature},
 pages = {47 - 60},
 title = {Scientific discovery in the age of artificial intelligence},
 volume = {620},
 year = {2023}
}
",10.48550/arXiv.2308.03363,"['Hanchen Wang', 'Tianfan Fu', 'Yuanqi Du', 'Wenhao Gao', 'Kexin Huang', 'Ziming Liu', 'P. Chandak', 'Shengchao Liu', 'Peter Van Katwyk', 'Andreea Deac', 'Anima Anandkumar', 'K. Bergen', 'Carla P. Gomes', 'Shirley Ho', 'Pushmeet Kohli', 'Joan Lasenby', 'J. Leskovec', 'Tie-Yan Liu', 'A. Manrai', 'Debora S. Marks', 'Bharath Ramsundar', 'Le Song', 'Jimeng Sun', 'Jian Tang', 'Petar Velickovic', 'Max Welling', 'Linfeng Zhang', 'Connor W. Coley', 'Y. Bengio', 'M. Zitnik']",2023.0,Medicine,https://www.semanticscholar.org/paper/f08060425aa8a212d74185ee23a08329b89abcd2
Artifical intelligence use in orthopedics: an ethical point of view,"@Article{Biçer2023ArtificalIU,
 author = {E. Kaya Biçer and H. Fangerau and Hakki Sur},
 journal = {EFORT Open Reviews},
 pages = {592 - 596},
 title = {Artifical intelligence use in orthopedics: an ethical point of view},
 volume = {8},
 year = {2023}
}
",10.1038/s41586-023-06221-2,"['E. Kaya Biçer', 'H. Fangerau', 'Hakki Sur']",2023.0,Medicine,https://www.semanticscholar.org/paper/9f5ed051dc2de7d655565212de4b424688bc8f04
DBA: downsampling-based adversarial attack in medical image analysis,"@Inproceedings{Wang2023DBADA,
 author = {Zhao-Xuan Wang and Shenmin Zhang and Yang Li and Quanbiao Pan},
 pages = {127540Y - 127540Y-8},
 title = {DBA: downsampling-based adversarial attack in medical image analysis},
 volume = {12754},
 year = {2023}
}
",10.1530/EOR-23-0083,"['Zhao-Xuan Wang', 'Shenmin Zhang', 'Yang Li', 'Quanbiao Pan']",2023.0,Engineering,https://www.semanticscholar.org/paper/135cf051fbf9417143c226f0bb79240b5898f310
Adversarial attacks and defenses using feature-space stochasticity,"@Article{Ukita2023AdversarialAA,
 author = {Jumpei Ukita and K. Ohki},
 journal = {Neural networks : the official journal of the International Neural Network Society},
 title = {Adversarial attacks and defenses using feature-space stochasticity},
 year = {2023}
}
",10.1117/12.2684368,"['Jumpei Ukita', 'K. Ohki']",2023.0,"Medicine, Computer Science",https://www.semanticscholar.org/paper/d9943e4ba1c9550c73e5e0a78bff43cf56bf0e11
MISPSO-Attack: An efficient adversarial watermarking attack based on multiple initial solution particle swarm optimization,"@Article{Zuo2023MISPSOAttackAE,
 author = {Xianyu Zuo and Xiangyu Wang and Wenbo Zhang and Yadi Wang},
 journal = {Applied Soft Computing},
 title = {MISPSO-Attack: An efficient adversarial watermarking attack based on multiple initial solution particle swarm optimization},
 year = {2023}
}
",10.1016/j.neunet.2023.08.022,"['Xianyu Zuo', 'Xiangyu Wang', 'Wenbo Zhang', 'Yadi Wang']",2023.0,,https://www.semanticscholar.org/paper/638203e69b8fe6c7739124e77edb9259108176b6
Deep Learning and Computer Vision for Glaucoma Detection: A Review,"@Article{Ashtari-Majlan2023DeepLA,
 author = {Mona Ashtari-Majlan and Mohammad Mahdi Dehshibi and D. Masip},
 journal = {ArXiv},
 title = {Deep Learning and Computer Vision for Glaucoma Detection: A Review},
 volume = {abs/2307.16528},
 year = {2023}
}
",10.1016/j.asoc.2023.110777,"['Mona Ashtari-Majlan', 'Mohammad Mahdi Dehshibi', 'D. Masip']",2023.0,"Engineering, Computer Science",https://www.semanticscholar.org/paper/83fae6b7f699da4518816fcadb2b35a89895d72e
The challenges and prospects of brain-based prediction of behaviour,"@Article{Wu2023TheCA,
 author = {Jianxiao Wu and Jingwei Li and S. Eickhoff and D. Scheinost and S. Genon},
 journal = {Nature Human Behaviour},
 pages = {1255 - 1264},
 title = {The challenges and prospects of brain-based prediction of behaviour},
 volume = {7},
 year = {2023}
}
",10.48550/arXiv.2307.16528,"['Jianxiao Wu', 'Jingwei Li', 'S. Eickhoff', 'D. Scheinost', 'S. Genon']",2023.0,Medicine,https://www.semanticscholar.org/paper/2f2a00f0bc2d6c59666a2c1472efc751c6ced870
Towards Building More Robust Models with Frequency Bias,"@Article{Bu2023TowardsBM,
 author = {Qi Bu and Dong Huang and Heming Cui},
 journal = {ArXiv},
 title = {Towards Building More Robust Models with Frequency Bias},
 volume = {abs/2307.09763},
 year = {2023}
}
",10.1038/s41562-023-01670-1,"['Qi Bu', 'Dong Huang', 'Heming Cui']",2023.0,Computer Science,https://www.semanticscholar.org/paper/cddd9b903c07c293f94c9886cbfedeca5bc5b9d8
"Privacy-preserving deep learning in medical informatics: applications, challenges, and solutions","@Article{Naresh2023PrivacypreservingDL,
 author = {V. Naresh and M. Thamarai and V. D. Allavarpu},
 journal = {Artificial Intelligence Review},
 pages = {1199 - 1241},
 title = {Privacy-preserving deep learning in medical informatics: applications, challenges, and solutions},
 volume = {56},
 year = {2023}
}
",10.48550/arXiv.2307.09763,"['V. Naresh', 'M. Thamarai', 'V. D. Allavarpu']",2023.0,,https://www.semanticscholar.org/paper/25eed2a17c8ebdcd73ad080e51c4bf78d5217a7c
Deep Learning for Medical Image Cryptography: A Comprehensive Review,"@Article{Lata2023DeepLF,
 author = {K. Lata and Linga Reddy Cenkeramaddi},
 journal = {Applied Sciences},
 title = {Deep Learning for Medical Image Cryptography: A Comprehensive Review},
 year = {2023}
}
",10.1007/s10462-023-10556-7,"['K. Lata', 'Linga Reddy Cenkeramaddi']",2023.0,,https://www.semanticscholar.org/paper/e54e8c13528584cc0c9feb0093385d2868ea03b9
Analyzing the Impact of Adversarial Examples on Explainable Machine Learning,"@Article{Devabhakthini2023AnalyzingTI,
 author = {Prathyusha Devabhakthini and S. Parida and R. Shukla and S. Nayak},
 journal = {ArXiv},
 title = {Analyzing the Impact of Adversarial Examples on Explainable Machine Learning},
 volume = {abs/2307.08327},
 year = {2023}
}
",10.3390/app13148295,"['Prathyusha Devabhakthini', 'S. Parida', 'R. Shukla', 'S. Nayak']",2023.0,Computer Science,https://www.semanticscholar.org/paper/45a23681ff9319e695f8c903cb2fdc102b7aaa15
Frequency Domain Adversarial Training for Robust Volumetric Medical Segmentation,"@Article{Hanif2023FrequencyDA,
 author = {Asif Hanif and Muzammal Naseer and Salman Siddique Khan and M. Shah and F. Khan},
 journal = {ArXiv},
 title = {Frequency Domain Adversarial Training for Robust Volumetric Medical Segmentation},
 volume = {abs/2307.07269},
 year = {2023}
}
",10.48550/arXiv.2307.08327,"['Asif Hanif', 'Muzammal Naseer', 'Salman Siddique Khan', 'M. Shah', 'F. Khan']",2023.0,"Computer Science, Engineering",https://www.semanticscholar.org/paper/34a2b7c2ca1e5d31a55cc13051475184872a6f9b
What Should ChatGPT Mean for Bioethics?,"@Article{Cohen2023WhatSC,
 author = {I. Cohen},
 journal = {The American Journal of Bioethics},
 pages = {8 - 16},
 title = {What Should ChatGPT Mean for Bioethics?},
 volume = {23},
 year = {2023}
}
",10.48550/arXiv.2307.07269,['I. Cohen'],2023.0,Medicine,https://www.semanticscholar.org/paper/d1b311e931bba3e4912552abfa52a0e1540c604c
Vision transformer architecture and applications in digital health: a tutorial and survey,"@Article{Al-hammuri2023VisionTA,
 author = {Khalid Al-hammuri and F. Gebali and Awos Kanan and I. T. Chelvan},
 journal = {Visual Computing for Industry, Biomedicine, and Art},
 title = {Vision transformer architecture and applications in digital health: a tutorial and survey},
 volume = {6},
 year = {2023}
}
",10.1080/15265161.2023.2233357,"['Khalid Al-hammuri', 'F. Gebali', 'Awos Kanan', 'I. T. Chelvan']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/73864132d847abb92f9decbcd3aa41d4eb3f48a4
Seed Selection for Testing Deep Neural Networks,"@Article{Zhi2023SeedSF,
 author = {Yuhan Zhi and Xiaofei Xie and Chao Shen and Jun Sun and Xiaoyu Zhang and X. Guan},
 journal = {ACM Transactions on Software Engineering and Methodology},
 title = {Seed Selection for Testing Deep Neural Networks},
 year = {2023}
}
",10.1186/s42492-023-00140-9,"['Yuhan Zhi', 'Xiaofei Xie', 'Chao Shen', 'Jun Sun', 'Xiaoyu Zhang', 'X. Guan']",2023.0,,https://www.semanticscholar.org/paper/2dfed82c8410c5a22d7282aa4bd96b3e97d73de4
SCOPE: predicting future diagnoses in office visits using electronic health records,"@Article{Mukherjee2023SCOPEPF,
 author = {P. Mukherjee and M. Humbert-Droz and Jonathan H. Chen and O. Gevaert},
 journal = {Scientific Reports},
 title = {SCOPE: predicting future diagnoses in office visits using electronic health records},
 volume = {13},
 year = {2023}
}
",10.1145/3607190,"['P. Mukherjee', 'M. Humbert-Droz', 'Jonathan H. Chen', 'O. Gevaert']",2023.0,Medicine,https://www.semanticscholar.org/paper/de83cd8cbc3151d1e2a6a0774cbda19f25c8224d
Implementation of Fast Gradient Sign Adversarial Attack on Vision Transformer Model and Development of Defense Mechanism in Classification of Dermoscopy Images,"@Article{Kanca2023ImplementationOF,
 author = {Elif Kanca and Selen Ayas and Elif Baykal Kablan and Murat Ekinci},
 journal = {2023 31st Signal Processing and Communications Applications Conference (SIU)},
 pages = {1-4},
 title = {Implementation of Fast Gradient Sign Adversarial Attack on Vision Transformer Model and Development of Defense Mechanism in Classification of Dermoscopy Images},
 year = {2023}
}
",10.1038/s41598-023-38257-9,"['Elif Kanca', 'Selen Ayas', 'Elif Baykal Kablan', 'Murat Ekinci']",2023.0,Computer Science,https://www.semanticscholar.org/paper/c82713cd4d29b53f24a02a270a550a22961799fc
Improving adversarial robustness of medical imaging systems via adding global attention noise,"@Article{Dai2023ImprovingAR,
 author = {Yinyao Dai and Yaguan Qian and Fang Lu and Bin Wang and Zhaoquan Gu and Wei Wang and Jianbo Wan and Yanchun Zhang},
 journal = {Computers in biology and medicine},
 pages = {
          107251
        },
 title = {Improving adversarial robustness of medical imaging systems via adding global attention noise},
 volume = {164},
 year = {2023}
}
",10.1109/SIU59756.2023.10223851,"['Yinyao Dai', 'Yaguan Qian', 'Fang Lu', 'Bin Wang', 'Zhaoquan Gu', 'Wei Wang', 'Jianbo Wan', 'Yanchun Zhang']",2023.0,"Medicine, Computer Science",https://www.semanticscholar.org/paper/7dd337ef4473534d97d3be6637d940f3df973f47
You Don't Need Robust Machine Learning to Manage Adversarial Attack Risks,"@Article{Raff2023YouDN,
 author = {Edward Raff and M. Benaroch and Andrew L. Farris},
 journal = {ArXiv},
 title = {You Don't Need Robust Machine Learning to Manage Adversarial Attack Risks},
 volume = {abs/2306.09951},
 year = {2023}
}
",10.1016/j.compbiomed.2023.107251,"['Edward Raff', 'M. Benaroch', 'Andrew L. Farris']",2023.0,"Computer Science, Mathematics",https://www.semanticscholar.org/paper/4e816946646f20e91aff58df4baee0da915d3ec1
Graph Agent Network: Empowering Nodes with Decentralized Communications Capabilities for Adversarial Resilience,"@Article{Liu2023GraphAN,
 author = {Ao Liu and Wenshan Li and Tao Li and Beibei Li and Hanyuan Huang and Guangquan Xu and Pan Zhou},
 journal = {ArXiv},
 title = {Graph Agent Network: Empowering Nodes with Decentralized Communications Capabilities for Adversarial Resilience},
 volume = {abs/2306.06909},
 year = {2023}
}
",10.48550/arXiv.2306.09951,"['Ao Liu', 'Wenshan Li', 'Tao Li', 'Beibei Li', 'Hanyuan Huang', 'Guangquan Xu', 'Pan Zhou']",2023.0,Computer Science,https://www.semanticscholar.org/paper/69d35816187f25290514d97694c697b49692cb51
Treating a different kind of patient: curing security weaknesses in digital health systems of the future,"@Article{Regazzoni2023TreatingAD,
 author = {F. Regazzoni and P. Palmieri and A. Fournaris},
 journal = {2023 9th International Workshop on Advances in Sensors and Interfaces (IWASI)},
 pages = {99-102},
 title = {Treating a different kind of patient: curing security weaknesses in digital health systems of the future},
 year = {2023}
}
",10.48550/arXiv.2306.06909,"['F. Regazzoni', 'P. Palmieri', 'A. Fournaris']",2023.0,Computer Science,https://www.semanticscholar.org/paper/27c14b64aafd7a3912a892dfb99401f6532a955e
Large language models and the emergence phenomena,"@Article{Sorin2023LargeLM,
 author = {V. Sorin and E. Klang},
 journal = {European Journal of Radiology Open},
 title = {Large language models and the emergence phenomena},
 volume = {10},
 year = {2023}
}
",10.1109/IWASI58316.2023.10164581,"['V. Sorin', 'E. Klang']",2023.0,Medicine,https://www.semanticscholar.org/paper/c70beccc0c266b1296aa6bed14750b500db83a16
Detection of Adversarial Attacks against the Hybrid Convolutional Long Short-Term Memory Deep Learning Technique for Healthcare Monitoring Applications,"@Article{Albattah2023DetectionOA,
 author = {Albatul Albattah and M. Rassam},
 journal = {Applied Sciences},
 title = {Detection of Adversarial Attacks against the Hybrid Convolutional Long Short-Term Memory Deep Learning Technique for Healthcare Monitoring Applications},
 year = {2023}
}
",10.1016/j.ejro.2023.100494,"['Albatul Albattah', 'M. Rassam']",2023.0,,https://www.semanticscholar.org/paper/438f26de1b71e9246fc327c1d78681d3ff40a812
DeepfakeArt Challenge: A Benchmark Dataset for Generative AI Art Forgery and Data Poisoning Detection,"@Article{Aboutalebi2023DeepfakeArtCA,
 author = {Hossein Aboutalebi and Daniel Mao and Carol Xu and Alexander Wong},
 journal = {ArXiv},
 title = {DeepfakeArt Challenge: A Benchmark Dataset for Generative AI Art Forgery and Data Poisoning Detection},
 volume = {abs/2306.01272},
 year = {2023}
}
",10.3390/app13116807,"['Hossein Aboutalebi', 'Daniel Mao', 'Carol Xu', 'Alexander Wong']",2023.0,Computer Science,https://www.semanticscholar.org/paper/4b4c1a930261d3890317ac50244c8332c3412301
Adversarial anchor-guided feature refinement for adversarial defense,"@Article{Lee2023AdversarialAF,
 author = {Hakmin Lee and Yonghyun Ro},
 journal = {Image Vis. Comput.},
 pages = {104722},
 title = {Adversarial anchor-guided feature refinement for adversarial defense},
 volume = {136},
 year = {2023}
}
",10.48550/arXiv.2306.01272,"['Hakmin Lee', 'Yonghyun Ro']",2023.0,Computer Science,https://www.semanticscholar.org/paper/476bce88c58c9d366b4b591d9c148fc22d2e2c45
Assessing Vulnerabilities of Deep Learning Explainability in Medical Image Analysis Under Adversarial Settings,"@Article{Aguiar2023AssessingVO,
 author = {Erikson Júlio De Aguiar and Márcus V. L. Costa and C. Traina and A. J. Traina},
 journal = {2023 IEEE 36th International Symposium on Computer-Based Medical Systems (CBMS)},
 pages = {13-16},
 title = {Assessing Vulnerabilities of Deep Learning Explainability in Medical Image Analysis Under Adversarial Settings},
 year = {2023}
}
",10.2139/ssrn.4350314,"['Erikson Júlio De Aguiar', 'Márcus V. L. Costa', 'C. Traina', 'A. J. Traina']",2023.0,Computer Science,https://www.semanticscholar.org/paper/b61434fc89754ae9bdcd732fdb0a3cc1e4e23d42
Decentralized Reinforced Anonymous FLchain: a Secure Federated Learning Architecture for the Medical Industry,"@Article{Wang2023DecentralizedRA,
 author = {Chenghan Wang and Shanshan Wang and Chuan Zhao and Wenyue Wang and B. Hu and Youmian Wang and L. Wang and Zhenxiang Chen},
 journal = {2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)},
 pages = {396-405},
 title = {Decentralized Reinforced Anonymous FLchain: a Secure Federated Learning Architecture for the Medical Industry},
 year = {2023}
}
",10.1109/CBMS58004.2023.00184,"['Chenghan Wang', 'Shanshan Wang', 'Chuan Zhao', 'Wenyue Wang', 'B. Hu', 'Youmian Wang', 'L. Wang', 'Zhenxiang Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/4d1e880907ab20cad489c5b25166d80c12312fc2
MalAder: Decision-Based Black-Box Attack Against API Sequence Based Malware Detectors,"@Article{Chen2023MalAderDB,
 author = {Xiaohui Chen and Lei Cui and Hui Wen and Zhi Li and Hongsong Zhu and Zhiyu Hao and Limin Sun},
 journal = {2023 53rd Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)},
 pages = {165-178},
 title = {MalAder: Decision-Based Black-Box Attack Against API Sequence Based Malware Detectors},
 year = {2023}
}
",10.1109/COMPSAC57700.2023.00060,"['Xiaohui Chen', 'Lei Cui', 'Hui Wen', 'Zhi Li', 'Hongsong Zhu', 'Zhiyu Hao', 'Limin Sun']",2023.0,Computer Science,https://www.semanticscholar.org/paper/fbec2283ba0cb48248731aea55e12a1f82af6c06
Exploring the Vulnerabilities of Machine Learning and Quantum Machine Learning to Adversarial Attacks Using a Malware Dataset: A Comparative Analysis,"@Article{Akter2023ExploringTV,
 author = {Mst. Shapna Akter and H. Shahriar and Iysa Iqbal and M. Hossain and M. A. Karim and Victor A. Clincy and R. Voicu},
 journal = {2023 IEEE International Conference on Software Services Engineering (SSE)},
 pages = {222-231},
 title = {Exploring the Vulnerabilities of Machine Learning and Quantum Machine Learning to Adversarial Attacks Using a Malware Dataset: A Comparative Analysis},
 year = {2023}
}
",10.1109/DSN58367.2023.00027,"['Mst. Shapna Akter', 'H. Shahriar', 'Iysa Iqbal', 'M. Hossain', 'M. A. Karim', 'Victor A. Clincy', 'R. Voicu']",2023.0,"Computer Science, Physics",https://www.semanticscholar.org/paper/467f8df61e5b9389b5e3a6c1bd96a03e1db6909b
Graph-based methods coupled with specific distributional distances for adversarial attack detection,"@Article{nwaigwe2023GraphbasedMC,
 author = {dwight nwaigwe and Lucrezia Carboni and M. Mermillod and Sophie Achard and M. Dojat},
 journal = {Neural networks : the official journal of the International Neural Network Society},
 pages = {
          11-19
        },
 title = {Graph-based methods coupled with specific distributional distances for adversarial attack detection},
 volume = {169},
 year = {2023}
}
",10.1109/SSE60056.2023.00037,"['dwight nwaigwe', 'Lucrezia Carboni', 'M. Mermillod', 'Sophie Achard', 'M. Dojat']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/799397aabb0389315c1181268978ceceb88e704c
Large language model (ChatGPT) as a support tool for breast tumor board,"@Article{Sorin2023LargeLM,
 author = {V. Sorin and E. Klang and M. Sklair-Levy and Israel Cohen and D. Zippel and Nora Balint Lahat and E. Konen and Y. Barash},
 journal = {NPJ Breast Cancer},
 title = {Large language model (ChatGPT) as a support tool for breast tumor board},
 volume = {9},
 year = {2023}
}
",10.48550/arXiv.2306.00042,"['V. Sorin', 'E. Klang', 'M. Sklair-Levy', 'Israel Cohen', 'D. Zippel', 'Nora Balint Lahat', 'E. Konen', 'Y. Barash']",2023.0,Medicine,https://www.semanticscholar.org/paper/43a905cd70276d03b1da4f95a8f8b05ff054f80e
